% 1. Title: Fire Detection 
% 2. Relevant Information:
%
%	 This data is about texture and distribution of colors in images from 
%	 fire in coniferous forest taken in day.
%
%      This data set includes WRITE-NUMBER!!! instances of the class "fire" 
%      and WRITE-NUMBER!!! instances of "nofire" class, and WRITE-NUMBER!!! instances of "smoke" class 
%      The instances are described by 12 attributes.
%  
% 
% 3. Number of Instances: WRITE NUMBER!!!!!!!
% 
% 4. Number of Attributes: 11  + the class attribute
% 
% 5. For Each Attribute:
%   1. Average value of red color (numeric)
%   2. Average value of green color (numeric)
%   3. Average value of blue color (numeric)
%   4. Standard Deviation value of red color (numeric)
%   5. Standard Deviation value of green color (numeric)
%   6. Standard Deviation value of blue color (numeric)
%   7. Energy value of the picture converted to gray-scale (numeric)
%   8. Homogeneity value of the picture converted to gray-scale (numeric)
%   9. Contrast value of the picture converted to gray-scale (numeric)
%   10. Dissimilarity value of the picture converted to gray-scale (numeric)
%   11. Correlation value of the picture converted to gray-scale (numeric)
%   12. Class variable (fire, no_fire, smoke)
%
% 6. Missing Attribute Values: None
%
% 7. Class Distribution: (class value 0 as "no_fire", 1 is interpreted as "fire"
%    and value 2 as "smoke" )
%    Class Value  Number of instances
%    0            
%    1            
%    2
%
@relation fire-detection 
@attribute meanr numeric
@attribute meang numeric
@attribute meanb numeric
@attribute std-devr numeric
@attribute std-devg numeric
@attribute std-devb numeric
@attribute energy numeric
@attribute homogeneity numeric
@attribute contrast numeric
@attribute dissimilarity numeric
@attribute correlation numeric
@attribute 'class' {fire, no_fire, smoke}
@data
187.3572,149.3833,129.5978,27.1952,41.3333,44.8333,0.3237,0.8774,0.2789,0.2506,0.9746,smoke
29.2822,29.5317,21.7056,34.6901,24.6159,19.9068,0.3743,0.7327,1.0845,0.6117,0.798,no_fire
108.2744,104.9844,70.9361,60.9194,61.0457,67.1317,0.1343,0.4691,4.148,1.5221,0.8573,no_fire
236.8644,221.7078,199.54,6.4295,10.2927,15.7448,0.666,0.9824,0.0351,0.0351,0.9474,no_fire
148.4694,71.1678,16.9367,54.539,33.3625,14.271,0.1688,0.5852,1.894,0.9994,0.8118,fire
29.7494,27.7644,12.9672,9.9785,8.7061,8.16,0.5759,0.8623,0.2999,0.2795,0.5833,no_fire
123.6444,110.6556,108.8261,64.1842,57.1952,51.531,0.2152,0.7599,0.9359,0.5527,0.9644,smoke
140.4633,107.1261,73.6689,33.2774,28.3855,22.8801,0.2999,0.8355,0.3793,0.3373,0.9433,smoke
172.1,64.2411,20.2194,27.5696,12.7997,7.0816,0.4822,0.8794,0.2766,0.2472,0.8427,fire
218.3894,229.9461,210.2006,31.6304,23.3181,29.1374,0.4225,0.9005,0.263,0.2098,0.9379,smoke
105.8883,149.2561,45.8111,49.7119,55.0431,28.9467,0.1277,0.5261,3.0853,1.2705,0.8506,no_fire
137.9306,126.5056,99.3483,24.4977,20.8454,17.7213,0.3849,0.9186,0.1655,0.1633,0.956,smoke
37.2206,37.1928,39.1739,8.0522,8.0178,8.0767,0.5464,0.8404,0.3356,0.322,0.4919,no_fire
234.3761,240.6111,238.6617,11.523,9.6002,10.6576,0.6572,0.9717,0.0567,0.0567,0.904,smoke
77.1306,135.08,27.9011,29.3299,44.7131,13.7709,0.2077,0.7111,1.0358,0.6495,0.9125,no_fire
135.8544,121.1539,99.6328,23.147,25.5922,24.8324,0.3419,0.8977,0.2222,0.2075,0.9539,smoke
121.56,65.48,35.5817,81.1899,76.7764,53.5242,0.2743,0.6566,3.0096,1.0062,0.9321,fire
206.6283,207.3456,206.88,11.7553,9.0718,6.9404,0.5578,0.9451,0.1111,0.11,0.8925,smoke
211.515,98.6872,48.3072,25.7187,16.0791,10.0617,0.4161,0.8654,0.2937,0.2732,0.8802,fire
86.0761,97.2878,32.2811,52.1107,54.7007,37.5257,0.109,0.3212,13.6291,2.803,0.3575,no_fire
211.5456,168.61,103.7656,13.8157,17.0529,15.9774,0.4576,0.9201,0.1599,0.1599,0.9236,smoke
121.3233,138.7906,60.4861,42.7232,46.9135,38.3687,0.1282,0.4544,5.5504,1.6903,0.6561,no_fire
198.5494,89.7778,21.3917,34.6479,42.951,25.247,0.2399,0.7268,1.4104,0.6791,0.8798,fire
126.4767,116.7489,127.9528,20.3346,19.1621,18.1912,0.4392,0.9061,0.1973,0.1893,0.9362,smoke
137.015,88.3178,66.2756,67.869,59.6463,37.7768,0.1693,0.5826,3.1888,1.1627,0.8783,fire
119.5067,82.4889,77.1511,13.7426,17.3025,25.2952,0.4935,0.9606,0.0788,0.0788,0.9614,smoke
77.4494,83.2928,44.8322,34.7921,35.2914,28.1228,0.1596,0.5054,3.6667,1.3821,0.6086,no_fire
154.0939,124.6733,165.4033,12.9204,8.8282,6.5798,0.6355,0.9765,0.0471,0.0471,0.9414,smoke
155.0861,85.4722,35.2433,78.7184,39.0926,17.5767,0.1731,0.5993,2.979,1.1094,0.8019,fire
66.1178,43.3467,19.2767,90.4638,68.1502,28.8065,0.6023,0.7789,1.894,0.6491,0.947,fire
118.6644,121.5611,116.1611,22.3378,24.3837,27.1144,0.3975,0.8875,0.2387,0.2273,0.9489,smoke
200.5717,183.0139,152.3661,45.7444,47.6279,46.2327,0.2624,0.8768,0.2506,0.2472,0.9853,smoke
115.6878,114.7194,110.3994,20.0557,18.2915,17.3033,0.4608,0.9138,0.1791,0.1735,0.9372,smoke
206.2083,101.44,14.4328,32.3641,26.6225,12.4184,0.2168,0.6565,1.1032,0.7562,0.7967,fire
41.3117,43.6794,61.7172,33.4824,25.8544,17.8938,0.4625,0.8949,0.3866,0.2347,0.9342,smoke
163.9889,140.66,122.5667,32.8844,33.6645,25.7026,0.558,0.9264,0.1582,0.1491,0.981,smoke
148.6522,162.0511,170.805,19.8315,22.423,24.2962,0.3882,0.9228,0.1667,0.1565,0.9562,smoke
165.2389,163.3533,170.4111,15.112,7.8141,8.3592,0.6383,0.8839,0.288,0.2415,0.6159,smoke
169.8717,176.5222,179.6444,7.0384,7.1707,7.3648,0.6662,0.9609,0.1463,0.0896,0.7524,smoke
102.7822,112.6289,80.2,20.7904,19.3219,14.5957,0.2973,0.679,0.9943,0.7007,0.6666,no_fire
153.6783,101.2528,73.8222,65.5004,46.3145,23.9431,0.1591,0.5957,2.5329,1.0658,0.8577,fire
126.42,53.9433,22.7111,69.688,35.3958,16.8904,0.2145,0.6136,1.9104,0.9524,0.8469,fire
221.8333,225.9739,233.4133,21.3465,18.0629,15.1241,0.4272,0.8616,0.3231,0.2846,0.8871,smoke
186.6128,141.3739,77.6533,79.6112,69.2326,30.9998,0.2118,0.6903,2.6961,0.8889,0.9271,fire
110.4967,124.9067,159.2178,14.0679,14.7311,16.5043,0.4708,0.8532,0.3452,0.3022,0.816,smoke
123.3733,75.5939,45.1922,54.5607,45.8581,31.0947,0.1559,0.494,4.4195,1.4989,0.7347,fire
149.0483,157.6572,160.8444,17.3377,15.8734,14.1351,0.4525,0.928,0.144,0.144,0.9316,smoke
135.6644,86.6417,59.4711,55.4746,31.0391,17.8117,0.2434,0.7853,0.8764,0.4989,0.9089,fire
142.8028,145.565,139.8839,37.2925,34.7328,32.1312,0.2355,0.7429,0.9864,0.5896,0.8963,smoke
131.2206,131.3844,34.4644,53.3726,49.4524,36.8056,0.1153,0.4341,4.7766,1.662,0.7432,no_fire
183.7272,92.3167,43.9861,60.3377,35.6325,22.6905,0.1502,0.4643,5.1202,1.6429,0.5676,fire
225.0367,234.8839,99.1378,30.8529,27.9211,36.1122,0.2916,0.713,1.9491,0.7605,0.7028,no_fire
124.9417,127.4544,129.3906,21.8748,24.9077,18.9902,0.2619,0.6818,1.0986,0.712,0.7536,no_fire
92.9039,81.4967,86.375,24.8211,23.6788,22.2635,0.3527,0.8885,0.2353,0.2251,0.9488,smoke
143.5267,95.8172,61.1572,55.7169,35.0286,30.2104,0.171,0.6189,1.5516,0.8895,0.8576,fire
95.1778,122.5578,114.0083,30.3055,31.9653,28.3177,0.1716,0.5396,2.3679,1.1525,0.6951,no_fire
201.5472,127.7472,43.3117,29.3863,34.326,18.9059,0.2028,0.6606,1.2398,0.7704,0.8463,fire
150.2883,160.9211,164.6694,50.1124,56.024,57.8517,0.1595,0.68,1.0669,0.7098,0.955,smoke
143.6383,140.0722,128.4744,12.1459,14.7832,14.3808,0.5737,0.9541,0.0918,0.0918,0.9367,smoke
176.8339,123.8922,149.2378,28.9936,33.3948,34.0391,0.4084,0.9147,0.1706,0.1706,0.9789,smoke
68.4,71.2922,66.8128,43.0258,41.5987,40.1732,0.4034,0.8464,0.3413,0.3129,0.9753,no_fire
162.1744,184.7056,208.9956,22.55,20.0712,18.1008,0.4333,0.9646,0.0709,0.0709,0.9798,smoke
153.8933,154.7928,144.9056,8.8833,9.3565,8.6133,0.5785,0.9632,0.0737,0.0737,0.9285,smoke
110.2128,70.1322,38.3139,34.7344,22.7263,17.5916,0.2577,0.6746,1.2494,0.746,0.7338,fire
111.8344,105.835,108.8428,13.5038,12.4711,12.2117,0.5239,0.9353,0.1349,0.1304,0.8966,smoke
150.6783,144.6983,136.2694,33.4994,42.3461,46.7585,0.2087,0.7667,0.6196,0.4915,0.9524,smoke
162.1089,107.4633,69.0844,46.2572,46.2173,22.2501,0.3247,0.8572,0.3169,0.2908,0.9798,smoke
109.28,94.6933,78.2472,45.0187,41.6466,32.4187,0.3835,0.8932,0.2177,0.2143,0.9836,smoke
178.2589,75.3472,18.4172,71.6131,32.5203,18.0373,0.189,0.6578,1.3878,0.7959,0.8644,fire
30.4533,39.3656,40.6422,15.819,19.6591,25.9819,0.5388,0.8923,0.2885,0.2273,0.9119,no_fire
136.8489,78.5722,50.6333,47.5043,27.6147,26.2528,0.2355,0.6898,0.8883,0.665,0.8482,fire
159.8267,88.425,58.0178,45.4154,37.1099,29.8571,0.142,0.4728,5.0278,1.6037,0.5653,fire
109.6861,63.3289,14.9317,40.9122,24.8878,15.6084,0.2333,0.5945,2.2324,1.0261,0.5922,fire
105.4833,56.8161,28.6856,50.2884,36.7887,26.0531,0.193,0.5803,2.801,1.123,0.7421,fire
54.5661,41.7428,25.2189,16.1926,15.5972,13.5924,0.3355,0.7267,0.78,0.585,0.6192,no_fire
124.0283,96.4328,66.3367,10.5325,7.629,4.7893,0.6241,0.9504,0.0992,0.0992,0.8631,smoke
160.685,89.8467,32.0678,90.2098,82.4297,55.5533,0.1751,0.6285,2.9348,1.0539,0.9359,fire
91.8294,73.0083,55.8628,21.6726,17.2391,12.4464,0.4428,0.9226,0.1548,0.1548,0.9406,smoke
222.6289,124.6183,14.0389,54.2089,61.3528,13.5261,0.1454,0.5616,4.8849,1.377,0.7658,fire
183.6739,165.5989,148.6917,37.2473,40.4338,41.6492,0.2337,0.8138,0.4376,0.3832,0.965,smoke
53.695,63.3161,56.2661,12.7691,15.3296,13.7204,0.4535,0.8944,0.2126,0.2115,0.8837,no_fire
232.1711,128.8656,1.8972,19.507,34.454,2.1766,0.3591,0.9379,0.1241,0.1241,0.9806,fire
152.2806,145.9483,131.8983,24.6644,16.1069,9.393,0.5907,0.9572,0.0856,0.0856,0.9622,smoke
51.0978,61.4372,74.7228,9.7541,12.8103,13.9282,0.5108,0.9546,0.0907,0.0907,0.9391,smoke
168.9994,155.5394,138.4261,29.7757,29.7808,29.9226,0.267,0.8038,0.5244,0.4144,0.9272,smoke
160.0778,95.9922,37.1894,71.6965,69.9915,36.1522,0.1194,0.5332,4.8118,1.4025,0.8609,fire
181.8278,173.4783,167.5544,47.3895,43.7161,42.0325,0.3299,0.8049,0.5839,0.4218,0.9623,smoke
197.9306,112.4461,50.6378,64.3099,37.7506,18.1719,0.2023,0.6805,1.1729,0.7262,0.9049,fire
185.9311,188.5639,192.7911,15.1521,18.4159,22.712,0.4805,0.9444,0.1111,0.1111,0.9561,smoke
168.8183,73.9,13.1594,65.649,39.3714,9.4909,0.2419,0.7511,1.5601,0.644,0.8872,fire
148.8694,78.7861,31.8178,31.627,30.8335,24.9353,0.329,0.6921,1.5731,0.7636,0.787,fire
122.0694,125.3489,126.3761,48.1554,45.0027,38.6622,0.206,0.6734,1.458,0.7766,0.9097,smoke
128.1772,69.2717,70.9767,51.9963,17.3613,16.4625,0.293,0.7565,0.6706,0.5176,0.8309,fire
172.3306,184.8533,199.6406,19.3011,27.243,35.2056,0.3894,0.9419,0.1162,0.1162,0.9798,smoke
63.8094,105.9656,36.0006,31.6657,35.7328,25.243,0.1775,0.5481,2.6032,1.1611,0.6989,no_fire
89.5272,94.0961,83.8067,12.2727,10.4995,12.048,0.3938,0.7161,0.788,0.6043,0.289,no_fire
166.6744,81.9144,63.0739,54.5274,29.3286,20.9698,0.2686,0.7861,0.5255,0.4439,0.9076,fire
169.7522,162.1983,133.4411,14.5059,12.9832,9.8893,0.536,0.966,0.068,0.068,0.9525,smoke
96.4078,96.27,79.885,45.2018,40.1709,29.1024,0.2256,0.7318,1.0692,0.6179,0.9145,no_fire
113.8217,124.7328,129.6706,21.5126,20.4236,20.0852,0.4142,0.9161,0.1678,0.1678,0.9526,smoke
93.4,109.0783,125.005,22.4695,25.7358,29.2704,0.3539,0.8596,0.4359,0.3067,0.9145,smoke
138.6167,112.7372,115.4728,24.0989,25.039,27.4311,0.3456,0.9015,0.2296,0.2024,0.954,smoke
160.7783,150.0667,136.8517,30.1088,35.3608,35.4309,0.2364,0.7387,1.1684,0.6185,0.8729,smoke
127.6117,163.1861,46.2461,49.1387,61.845,27.2433,0.1848,0.5672,4.271,1.2972,0.8288,no_fire
137.4983,76.6878,35.7461,29.5883,22.2682,18.0571,0.3082,0.6418,1.6899,0.8679,0.5911,fire
201.17,208.5072,197.3433,32.7214,28.2011,22.4252,0.4136,0.9194,0.1638,0.1616,0.973,smoke
160.1633,161.5278,170.0822,54.3883,56.581,55.6523,0.1265,0.4192,6.5006,1.9053,0.7354,no_fire
131.0894,149.0794,162.6578,34.1687,41.6186,39.6552,0.2933,0.8846,0.2375,0.2319,0.981,smoke
104.3306,88.7794,66.3122,15.5632,10.3405,8.7713,0.4502,0.8162,0.4002,0.373,0.638,no_fire
151.5389,153.505,163.7072,12.782,12.7264,14.0596,0.5303,0.907,0.2891,0.2018,0.7914,smoke
210.1817,210.8544,208.1478,45.8182,43.3534,45.7198,0.3343,0.8383,0.4694,0.3469,0.9685,smoke
202.8928,114.0083,15.0922,71.54,54.391,9.6347,0.1499,0.5568,3.6253,1.284,0.834,fire
10.225,26.885,8.4733,12.9297,20.435,12.2063,0.4461,0.7531,0.9347,0.5612,0.6222,no_fire
195.5611,201.9633,207.8656,33.4231,29.9891,28.922,0.2488,0.727,1.407,0.6689,0.8048,smoke
163.8922,79.5567,46.745,52.7499,31.1012,19.9273,0.1972,0.6118,1.9994,0.9677,0.7666,fire
64.98,78.3206,98.6961,13.3653,14.9926,18.238,0.4217,0.8688,0.2897,0.267,0.8491,smoke
195.4711,154.9044,117.0183,38.0233,28.9549,14.2653,0.328,0.9152,0.1695,0.1695,0.9758,smoke
104.4156,81.245,57.4306,90.1936,73.1466,42.2293,0.186,0.5261,4.6531,1.4512,0.8916,fire
160.9667,105.405,69.3361,57.0313,28.1948,22.3513,0.2461,0.7529,0.7483,0.5363,0.9013,fire
21.8867,54.2861,39.5567,11.9678,12.74,11.6737,0.3587,0.6952,0.8883,0.6559,0.3424,no_fire
180.1806,125.005,51.525,50.1755,51.5045,35.5483,0.1102,0.4243,5.0312,1.716,0.7312,fire
189.5433,181.7472,171.4289,5.4443,3.3146,3.9444,0.9536,0.9926,0.0147,0.0147,0.8066,smoke
99.23,106.3306,106.1783,41.8093,45.3881,49.9161,0.1112,0.385,6.3804,1.9643,0.5994,no_fire
13.4761,8.4522,5.1961,25.3467,17.1084,10.4251,0.7866,0.9163,0.3033,0.1899,0.8448,no_fire
112.195,59.7144,33.6444,65.3011,49.5931,31.893,0.2196,0.625,2.4274,0.9921,0.8745,fire
207.2083,117.1533,26.52,43.7591,49.2913,19.8399,0.1225,0.4516,4.4291,1.5913,0.7032,fire
41.0961,36.905,15.3567,23.9008,21.6215,11.2034,0.3558,0.8404,0.3424,0.3231,0.9098,no_fire
196.7672,111.0811,33.6861,21.7936,28.1326,13.7249,0.2771,0.7683,0.572,0.4813,0.8901,fire
146.2372,82.1544,43.4233,47.5357,34.4839,21.4275,0.1933,0.6246,2.458,1.0068,0.7605,fire
151.9256,52.0489,9.8828,89.4697,50.6865,10.145,0.1909,0.5814,4.1287,1.2704,0.812,fire
188.7644,108.9328,1.4906,30.9842,20.9933,1.8169,0.4214,0.9527,0.0947,0.0947,0.9749,fire
189.9139,104.2489,41.2106,58.2153,55.0245,32.1172,0.1105,0.4561,6.458,1.7993,0.7015,fire
75.0067,37.0017,12.3356,89.7267,58.8612,35.7196,0.4326,0.8659,0.712,0.3311,0.9728,fire
67.1489,67.48,74.17,27.5058,20.7708,15.7922,0.4147,0.8971,0.2126,0.2069,0.9436,smoke
65.8311,60.1206,66.3267,20.9557,17.5384,17.8181,0.4237,0.9306,0.1389,0.1389,0.9484,smoke
19.1006,19.9639,9.5678,11.8386,9.6965,6.8872,0.5149,0.8787,0.2534,0.2443,0.7443,no_fire
72.1011,62.8311,47.9233,13.2512,8.5635,10.7366,0.5358,0.8818,0.2579,0.2398,0.6897,no_fire
44.9756,67.3989,48.8406,18.9914,19.9642,17.1733,0.2667,0.691,0.9592,0.6746,0.6958,no_fire
178.4283,96.0278,61.7811,43.8729,28.0796,18.2316,0.2201,0.602,2.1502,1.0051,0.6852,fire
96.5567,91.4728,93.8522,22.376,19.763,19.669,0.4044,0.8714,0.343,0.2715,0.8978,smoke
91.7044,107.7244,50.2439,49.9437,46.6323,41.3474,0.1508,0.4888,4.1883,1.4671,0.7573,no_fire
103.275,102.3906,68.4678,24.621,24.6069,21.0134,0.2251,0.6031,1.6122,0.9252,0.6633,no_fire
126.7606,133.8783,140.2378,14.1049,15.1936,16.0102,0.4402,0.9082,0.1876,0.1842,0.9014,smoke
135.7267,76.9222,37.8811,79.2567,28.0515,19.29,0.1976,0.626,1.7109,0.8991,0.831,fire
153.9778,94.8117,55.6817,55.5347,43.8889,48.5049,0.1782,0.657,1.9269,0.8736,0.8658,fire
173.1617,56.4594,29.6406,41.6342,13.7641,10.8135,0.3287,0.7635,0.6009,0.4943,0.7681,fire
177.7039,163.4472,148.2372,15.3863,10.9504,13.8321,0.584,0.9346,0.1321,0.131,0.8584,smoke
64.9472,100.5372,72.5806,19.5834,17.5698,29.9209,0.3242,0.7467,0.7562,0.5476,0.7009,no_fire
130.0061,126.9078,147.63,31.3274,33.568,31.5769,0.2819,0.8293,0.4405,0.3577,0.9474,smoke
225.6772,212.0844,195.6167,5.7943,8.0748,8.1654,0.6866,0.9918,0.0164,0.0164,0.976,smoke
135.5228,59.5906,27.7739,63.836,31.6374,11.3125,0.4111,0.8911,0.2353,0.2205,0.9759,fire
46.9289,44.7439,14.9111,23.5809,22.6578,17.7771,0.3172,0.7344,0.9966,0.5907,0.7382,no_fire
173.9678,170.1939,165.9161,33.8795,36.1107,33.9309,0.3321,0.894,0.212,0.212,0.9782,smoke
223.6417,113.4256,71.3639,24.8966,26.2566,17.4217,0.2436,0.6695,1.1774,0.7443,0.737,fire
201.0139,174.3517,125.0939,16.2347,13.8031,12.0935,0.5124,0.9447,0.1105,0.1105,0.9337,smoke
79.6044,77.3406,77.0006,24.1962,22.5077,20.8716,0.3871,0.8763,0.2732,0.2517,0.9334,smoke
79.6172,58.7067,52.2772,18.3715,15.4556,11.9054,0.4676,0.9066,0.199,0.1888,0.9032,smoke
65.4172,91.7411,100.9167,19.188,19.5996,22.4166,0.4243,0.9257,0.1485,0.1485,0.9506,smoke
124.935,67.7617,35.8622,41.5342,25.4241,21.7139,0.2611,0.6375,1.6361,0.8651,0.7162,fire
205.31,122.8444,23.8756,63.9235,56.0372,15.4984,0.1755,0.6764,1.3469,0.7551,0.9376,fire
41.4672,35.7039,25.7467,16.2936,14.8805,12.7284,0.3556,0.7252,0.7778,0.5873,0.5957,no_fire
165.14,93.1606,58.8906,54.7331,18.7458,24.3109,0.3059,0.7613,0.6922,0.513,0.8351,fire
155.9933,125.4261,163.1572,6.8703,6.1617,6.4746,0.84,0.9864,0.0272,0.0272,0.8987,smoke
160.605,108.4156,73.0644,17.8233,12.482,8.3308,0.6925,0.964,0.072,0.072,0.9466,smoke
214.065,129.3039,43.1322,29.8419,28.0011,15.4328,0.3002,0.7745,0.6888,0.4904,0.8733,fire
72.9572,96.1761,58.7261,57.9504,59.9823,55.9386,0.1026,0.3193,15.0288,2.9033,0.4547,no_fire
173.2517,112.5417,60.2222,54.3429,37.0958,21.1398,0.1635,0.5778,2.4875,1.0907,0.778,fire
189.8294,74.87,38.6028,16.8533,5.041,4.3177,0.6408,0.959,0.0901,0.0833,0.8664,fire
116.1861,79.4706,36.1133,87.9133,76.186,38.7418,0.2426,0.5808,6.9734,1.5323,0.8463,fire
38.9133,46.0483,46.8067,27.5201,33.4632,34.8132,0.2483,0.6971,1.1502,0.6933,0.8587,no_fire
111.9394,94.3261,57.6944,22.5165,21.7849,18.7994,0.2342,0.6208,1.3384,0.8543,0.647,no_fire
161.6544,93.2144,64.0261,50.3177,26.5649,24.3625,0.2125,0.5816,3.3486,1.1729,0.4691,fire
69.2111,92.3939,33.865,38.5715,42.3618,28.3747,0.13,0.4515,4.6771,1.6174,0.639,no_fire
106.5472,105.8294,106.2422,20.4064,18.1767,16.1439,0.4883,0.9473,0.1054,0.1054,0.9638,smoke
77.84,87.375,39.1256,55.4078,63.2826,35.7759,0.1376,0.4321,6.847,1.869,0.7514,no_fire
182.8272,63.7461,13.5628,23.1691,11.4529,7.9513,0.5073,0.8678,0.3458,0.2778,0.7647,fire
120.0822,138.0017,182.8333,9.0709,5.4302,5.7978,0.7259,0.9388,0.1224,0.1224,0.7209,smoke
145.53,115.1344,49.4406,59.7204,55.1664,32.7747,0.1373,0.5193,3.5862,1.3435,0.8433,fire
165.2611,124.2572,89.5133,61.7596,48.5061,39.6236,0.1986,0.6516,1.8639,0.8787,0.9021,fire
43.9028,48.8517,12.7561,16.9268,19.7206,8.662,0.3183,0.7666,0.5431,0.4796,0.8012,no_fire
60.6183,28.745,19.7733,53.5327,35.7422,23.1227,0.3279,0.6684,3.0085,0.9575,0.7357,fire
143.9683,113.1561,108.03,44.7756,28.1307,29.5863,0.175,0.4987,3.4031,1.3622,0.5219,fire
145.8989,135.1494,137.6867,18.4708,19.4308,19.2245,0.3306,0.806,0.4507,0.3985,0.8483,smoke
163.8556,122.2989,81.9211,47.7208,43.158,33.3707,0.2405,0.8118,0.5147,0.3991,0.9653,smoke
60.9206,94.7583,64.6433,22.8475,23.4231,28.831,0.246,0.681,1.0873,0.712,0.741,no_fire
180.9356,111.29,45.0028,59.5835,63.935,19.3984,0.2172,0.7392,1.6553,0.6791,0.937,fire
125.7606,155.2439,53.3761,42.3096,46.7844,32.4944,0.1034,0.3164,10.3375,2.522,0.3459,no_fire
173.7678,141.7111,73.7367,38.5214,39.2071,26.9055,0.14,0.4472,4.6408,1.6184,0.5746,no_fire
185.5839,106.5717,29.7878,61.4841,54.0432,27.0114,0.1252,0.5034,3.5454,1.3696,0.8326,fire
99.9656,98.445,115.5161,23.6865,23.5845,22.9921,0.4262,0.9206,0.1684,0.1604,0.9594,smoke
159.4783,82.9839,65.955,43.4525,9.5947,7.7632,0.4432,0.8746,0.2562,0.2517,0.8705,fire
163.2378,109.7678,65.8633,40.9722,41.1181,34.313,0.1966,0.5606,5.1168,1.4399,0.5868,fire
185.3794,184.3839,182.0,28.7097,33.4257,36.9612,0.4273,0.8995,0.22,0.2041,0.9743,smoke
46.1978,44.8689,39.0256,12.8554,12.0659,12.0743,0.4037,0.737,0.8158,0.5731,0.3712,no_fire
68.8333,77.4267,58.4528,26.5529,26.8071,24.4167,0.2078,0.6207,1.4773,0.8753,0.7332,no_fire
246.3844,178.585,100.3711,11.0484,54.7201,68.6593,0.3198,0.8628,0.3248,0.2829,0.9791,fire
55.4839,64.6317,35.8244,27.9618,29.343,23.1111,0.2212,0.6631,1.1151,0.7466,0.8183,no_fire
170.6322,150.065,129.0289,28.9889,34.0582,37.2479,0.3907,0.9073,0.1854,0.1854,0.9786,smoke
113.4806,139.3333,47.9,49.0169,60.369,31.9771,0.1136,0.4232,7.1389,1.9534,0.7007,no_fire
82.9528,82.3483,66.3489,36.8272,36.5137,28.9573,0.2006,0.5988,1.78,0.958,0.822,no_fire
182.1289,194.1283,206.6878,33.5398,31.6574,28.802,0.2407,0.7511,0.7993,0.5465,0.9001,smoke
21.3317,22.9433,15.9867,21.6953,22.3501,15.6979,0.5278,0.8271,0.5074,0.3724,0.8554,no_fire
184.4906,108.0311,64.0778,45.5837,40.5875,21.0892,0.2034,0.6914,1.1236,0.6984,0.8986,fire
204.7161,199.3411,194.835,33.9028,34.7472,38.8461,0.3958,0.9143,0.1808,0.1729,0.9807,smoke
91.81,64.815,30.1172,82.3751,66.3998,31.5481,0.3299,0.6541,2.9768,0.9972,0.9134,fire
134.7172,74.8489,18.1672,71.2711,61.1698,15.3553,0.3077,0.696,1.6621,0.7721,0.9378,fire
183.5539,103.4006,48.1317,54.3155,41.522,24.8142,0.1584,0.5708,1.8776,1.0238,0.8593,fire
74.565,61.7944,34.9167,18.9744,17.1372,16.349,0.3427,0.7373,0.8946,0.5805,0.6428,no_fire
76.5628,87.2528,61.5872,13.6608,14.1805,12.7984,0.3335,0.6711,1.017,0.7177,0.3963,no_fire
235.9161,156.7039,53.8683,22.1015,38.5139,26.1773,0.1935,0.6329,1.6412,0.8804,0.8094,fire
189.755,192.1928,187.9394,29.4327,26.4215,25.4177,0.4336,0.923,0.1553,0.1542,0.9704,smoke
67.1261,71.43,81.2333,8.5208,9.2479,10.5898,0.6658,0.9518,0.0964,0.0964,0.8709,smoke
145.2306,97.01,61.1722,66.4008,47.4865,31.8643,0.1657,0.6195,2.1667,0.9649,0.8845,fire
95.6106,89.5583,48.6644,28.6603,18.1707,10.3811,0.3525,0.8153,0.4785,0.3866,0.8388,no_fire
213.1678,230.6061,239.0722,13.2491,6.9093,9.4762,0.7271,0.9782,0.0437,0.0437,0.911,smoke
130.9733,62.0233,27.8944,76.7932,36.335,16.636,0.218,0.6292,1.733,0.8974,0.8773,fire
140.4444,142.3544,141.2067,31.9348,31.4044,29.1755,0.3376,0.8716,0.352,0.2727,0.9555,smoke
143.6606,130.7356,130.3361,15.3789,16.8131,17.1175,0.437,0.9158,0.1684,0.1684,0.9232,smoke
86.7944,75.7111,67.7039,40.0055,44.7096,47.0081,0.2062,0.552,4.2341,1.3407,0.7147,no_fire
71.4556,58.2606,36.5644,19.7623,17.6504,14.0694,0.3294,0.798,0.4598,0.4133,0.8244,no_fire
185.4006,186.8056,184.2628,17.5592,7.949,6.1516,0.5842,0.9512,0.0975,0.0975,0.8882,smoke
180.1894,204.9722,219.575,20.6791,20.8157,20.536,0.4948,0.8933,0.2596,0.2211,0.9218,smoke
173.7628,84.0433,34.5183,44.1753,29.5012,16.7368,0.2793,0.8084,0.4212,0.3895,0.9359,fire
75.735,76.3283,57.4306,22.838,21.609,20.5477,0.2383,0.5798,1.8741,1.0045,0.4987,no_fire
150.5106,75.5356,41.645,56.1787,34.5272,21.0294,0.1508,0.4985,4.1485,1.4569,0.6179,fire
37.6083,28.7311,19.1806,18.4082,15.9527,12.3422,0.3781,0.8056,0.4541,0.3997,0.7961,no_fire
86.4867,72.0594,72.55,34.0863,16.3688,13.0463,0.4916,0.9609,0.0782,0.0782,0.9735,smoke
79.705,79.5539,68.0794,27.8476,27.4775,25.6759,0.1855,0.5209,2.5096,1.2069,0.57,no_fire
